,0
2996,1
2997,9
2998,1
2999,4
3000,6
3001,5
3002,1
3003,1
3004,1
3005,1
3006,1
3007,0
3008,1
3009,2
3010,1
3011,1
3012,5
3013,1
3014,1
3015,1
3016,1
3017,5
3018,1
3019,1
3020,3
3021,5
3022,11
3023,11
3024,5
3025,1
3026,1
3027,2
3028,1
3029,1
3030,1
3031,1
3032,5
3033,5
3034,9
3035,1
3036,1
3037,1
3038,1
3039,9
3040,1
3041,1
3042,5
3043,1
3044,5
3045,11
3046,5
3047,0
3048,0
3049,1
3050,6
3051,1
3052,1
3053,5
3054,1
3055,5
3056,10
3057,1
3058,1
3059,1
3060,5
3061,2
3062,4
3063,11
3064,1
3065,9
3066,1
3067,5
3068,8
3069,5
3070,9
3071,6
3072,1
3073,1
3074,5
3075,9
3076,1
3077,1
3078,1
3079,5
3080,1
3081,6
3082,1
3083,1
3084,1
3085,9
3086,0
3087,2
3088,1
3089,2
3090,1
3091,1
3092,5
3093,4
3094,1
3095,2
3096,1
3097,11
3098,7
3099,2
3100,9
3101,11
3102,4
3103,1
3104,4
3105,10
3106,5
3107,10
3108,5
3109,1
3110,1
3111,1
3112,10
3113,1
3114,1
3115,5
3116,1
3117,1
3118,1
3119,11
3120,1
3121,1
3122,1
3123,1
3124,1
3125,1
3126,1
3127,1
3128,9
3129,1
3130,3
3131,11
3132,5
3133,9
3134,11
3135,1
3136,9
3137,5
3138,2
3139,1
3140,5
3141,1
3142,5
3143,1
3144,11
3145,11
3146,1
3147,1
3148,1
3149,1
3150,5
3151,5
3152,4
3153,5
3154,5
3155,1
3156,1
3157,1
3158,5
3159,1
3160,5
3161,4
3162,11
3163,1
3164,11
3165,1
3166,1
3167,9
3168,9
3169,5
3170,1
3171,1
3172,1
3173,9
3174,2
3175,11
3176,0
3177,4
3178,1
3179,1
3180,1
3181,2
3182,1
3183,1
3184,1
3185,9
3186,1
3187,1
3188,1
3189,9
3190,1
3191,1
3192,1
3193,1
3194,1
3195,1
3196,1
3197,11
3198,5
3199,1
3200,9
3201,5
3202,10
3203,5
3204,1
3205,1
3206,1
3207,1
3208,1
3209,1
3210,1
3211,1
3212,5
3213,11
3214,5
3215,5
3216,1
3217,1
3218,1
3219,1
3220,1
3221,9
3222,1
3223,1
3224,1
3225,1
3226,5
3227,1
3228,1
3229,1
3230,1
3231,1
3232,11
3233,1
3234,1
3235,1
3236,1
3237,0
3238,9
3239,10
3240,1
3241,1
3242,0
3243,1
3244,4
3245,9
3246,11
3247,4
3248,1
3249,1
3250,1
3251,1
3252,1
3253,1
3254,5
3255,10
3256,1
3257,1
3258,1
3259,1
3260,0
3261,1
3262,1
3263,5
3264,5
3265,1
3266,0
3267,1
3268,1
3269,11
3270,11
3271,11
3272,11
3273,11
3274,9
3275,1
3276,1
3277,1
3278,5
3279,1
3280,9
3281,1
3282,1
3283,5
3284,1
3285,1
3286,1
3287,1
3288,1
3289,9
3290,1
3291,2
3292,1
3293,4
3294,4
3295,9
3296,2
3297,1
3298,1
3299,1
3300,9
3301,4
3302,11
3303,1
3304,9
3305,9
3306,0
3307,5
3308,1
3309,1
3310,11
3311,1
3312,11
3313,1
3314,1
3315,1
3316,5
3317,1
3318,11
3319,1
3320,9
3321,1
3322,11
3323,9
3324,1
3325,1
3326,1
3327,1
3328,5
3329,9
3330,9
3331,5
3332,11
3333,9
3334,1
3335,1
3336,1
3337,1
3338,1
3339,1
3340,1
3341,1
3342,1
3343,5
3344,2
3345,2
3346,1
3347,1
3348,9
3349,2
3350,1
3351,9
3352,11
3353,9
3354,11
3355,1
3356,1
3357,0
3358,5
3359,10
3360,1
3361,1
3362,11
3363,1
3364,11
3365,1
3366,1
3367,1
3368,1
3369,0
3370,1
3371,1
3372,1
3373,1
3374,1
3375,1
3376,9
3377,1
3378,1
3379,9
3380,1
3381,1
3382,11
3383,2
3384,1
3385,11
3386,5
3387,1
3388,1
3389,2
3390,5
3391,1
3392,1
3393,5
3394,1
3395,1
3396,5
3397,2
3398,2
3399,3
3400,1
3401,1
3402,1
3403,1
3404,1
3405,2
3406,1
3407,11
3408,1
3409,5
3410,1
3411,1
3412,1
3413,1
3414,5
3415,1
3416,1
3417,1
3418,4
3419,1
3420,10
3421,5
3422,1
3423,1
3424,1
3425,9
3426,1
3427,1
3428,1
3429,9
3430,4
3431,9
3432,5
3433,1
3434,5
3435,1
3436,1
3437,1
3438,9
3439,1
3440,1
3441,11
3442,1
3443,0
3444,10
3445,1
3446,1
3447,1
3448,9
3449,1
3450,9
3451,9
3452,1
3453,1
3454,1
3455,5
3456,9
3457,0
3458,8
3459,1
3460,1
3461,5
3462,5
3463,9
3464,1
3465,1
3466,1
3467,1
3468,2
3469,1
3470,1
3471,5
3472,1
3473,11
3474,9
3475,1
3476,1
3477,1
3478,1
3479,5
3480,1
3481,1
3482,4
3483,5
3484,1
3485,2
3486,5
3487,4
3488,1
3489,0
3490,1
3491,1
3492,1
3493,1
3494,1
3495,3
3496,5
3497,1
3498,3
3499,1
3500,5
3501,5
3502,10
3503,11
3504,2
3505,9
3506,1
3507,1
3508,9
3509,1
3510,11
3511,1
3512,10
3513,1
3514,1
3515,1
3516,9
3517,5
3518,1
3519,1
3520,0
3521,1
3522,1
3523,1
3524,1
3525,0
3526,1
3527,1
3528,2
3529,11
3530,1
3531,1
3532,9
3533,1
3534,1
3535,9
3536,5
3537,1
3538,9
3539,1
3540,1
3541,11
3542,1
3543,5
3544,1
3545,9
3546,5
3547,2
3548,1
3549,1
3550,2
3551,0
3552,5
3553,1
3554,1
3555,0
3556,1
3557,1
3558,1
3559,9
3560,5
3561,1
3562,4
3563,1
3564,1
3565,5
3566,1
3567,1
3568,1
3569,1
3570,1
3571,5
3572,5
3573,1
3574,1
3575,1
3576,2
3577,1
3578,1
3579,1
3580,5
3581,11
3582,1
3583,1
3584,5
3585,1
3586,1
3587,1
3588,5
3589,5
3590,2
3591,1
3592,1
3593,1
3594,1
3595,5
3596,1
3597,1
3598,1
3599,5
3600,4
3601,1
3602,1
3603,5
3604,5
3605,1
3606,1
3607,9
3608,1
3609,5
3610,6
3611,5
3612,10
3613,0
3614,11
3615,5
3616,5
3617,1
3618,1
3619,1
3620,1
3621,4
3622,9
3623,9
3624,1
3625,2
3626,9
3627,0
3628,11
3629,1
3630,11
3631,1
3632,1
3633,9
3634,5
3635,9
3636,9
3637,11
3638,1
3639,1
3640,1
3641,1
3642,5
3643,9
3644,1
3645,5
3646,5
3647,5
3648,1
3649,1
3650,5
3651,5
3652,1
3653,1
3654,9
3655,5
3656,1
3657,2
3658,11
3659,1
3660,1
3661,1
3662,2
3663,11
3664,1
3665,1
3666,1
3667,5
3668,1
3669,2
3670,1
3671,1
3672,9
3673,1
3674,1
3675,1
3676,9
3677,2
3678,9
3679,1
3680,11
3681,1
3682,2
3683,10
3684,5
3685,5
3686,10
3687,1
3688,5
3689,1
3690,0
3691,9
3692,1
3693,1
3694,2
3695,1
3696,1
3697,5
3698,9
3699,1
3700,11
3701,1
3702,1
3703,1
3704,11
3705,0
3706,1
3707,5
3708,1
3709,11
3710,1
3711,1
3712,0
3713,3
3714,5
3715,5
3716,5
3717,2
3718,11
3719,1
3720,1
3721,11
3722,4
3723,9
3724,4
3725,1
3726,1
3727,1
3728,5
3729,1
3730,1
3731,2
3732,2
3733,5
3734,10
3735,11
3736,9
3737,1
3738,11
3739,1
3740,9
3741,1
3742,5
3743,1
3744,1
3745,5
3746,9
3747,1
3748,1
3749,5
3750,2
3751,1
3752,1
3753,11
3754,1
3755,1
3756,1
3757,5
3758,1
3759,3
3760,1
3761,1
3762,1
3763,1
3764,1
3765,1
3766,9
3767,2
3768,1
3769,0
3770,1
3771,5
3772,9
3773,1
3774,1
3775,0
3776,1
3777,1
3778,5
3779,1
3780,1
3781,9
3782,1
3783,5
3784,1
3785,2
3786,4
3787,1
3788,5
3789,9
3790,9
3791,0
3792,1
3793,1
3794,11
3795,1
3796,1
3797,1
3798,1
3799,1
3800,2
3801,0
3802,1
3803,9
3804,2
3805,1
3806,1
3807,1
3808,1
3809,10
3810,1
3811,5
3812,1
3813,3
3814,1
3815,1
3816,1
3817,9
3818,9
3819,9
3820,1
3821,5
3822,1
3823,9
3824,9
3825,1
3826,1
3827,9
3828,4
3829,1
3830,1
3831,5
3832,1
3833,1
3834,5
3835,1
3836,2
3837,5
3838,2
3839,5
3840,1
3841,1
3842,1
3843,1
3844,1
3845,2
3846,1
3847,11
3848,1
3849,3
3850,1
3851,1
3852,4
3853,5
3854,2
3855,5
3856,1
3857,1
3858,3
3859,9
3860,1
3861,11
3862,1
3863,1
3864,0
3865,5
3866,5
3867,9
3868,1
3869,1
3870,1
3871,1
3872,9
3873,2
3874,1
3875,1
3876,1
3877,11
3878,5
3879,3
3880,1
3881,1
3882,1
3883,1
3884,1
3885,5
3886,1
3887,1
3888,1
3889,5
3890,1
3891,1
3892,9
3893,5
3894,1
3895,5
3896,1
3897,9
3898,9
3899,1
3900,1
3901,2
3902,11
3903,1
3904,5
3905,1
3906,1
3907,1
3908,5
3909,11
3910,1
3911,1
3912,11
3913,11
3914,1
3915,2
3916,1
3917,2
3918,1
3919,11
3920,2
3921,1
3922,5
3923,3
3924,1
3925,5
3926,4
3927,3
3928,9
3929,1
3930,1
3931,1
3932,11
3933,11
3934,9
3935,1
3936,9
3937,1
3938,1
3939,9
3940,1
3941,1
3942,5
3943,1
3944,1
3945,1
3946,9
3947,1
3948,9
3949,11
3950,3
3951,6
3952,1
3953,1
3954,6
3955,5
3956,1
3957,1
3958,1
3959,5
3960,1
3961,1
3962,2
3963,1
3964,1
3965,11
3966,9
3967,5
3968,1
3969,1
3970,5
3971,2
3972,1
3973,1
3974,1
3975,1
3976,1
3977,11
3978,9
3979,1
3980,1
3981,3
3982,1
3983,1
3984,5
3985,1
3986,9
3987,1
3988,2
3989,1
3990,9
3991,5
3992,9
3993,1
3994,1
3995,5
3996,3
3997,2
3998,10
3999,1
4000,9
4001,1
4002,1
4003,0
4004,5
4005,1
4006,9
4007,1
4008,10
4009,6
4010,9
4011,1
4012,1
4013,4
4014,2
4015,1
4016,1
4017,4
4018,5
4019,5
4020,0
4021,5
4022,1
4023,11
4024,9
4025,1
4026,1
4027,5
4028,1
4029,1
4030,1
4031,1
4032,1
4033,11
4034,9
4035,0
4036,0
4037,1
4038,1
4039,9
4040,1
4041,1
4042,9
4043,2
4044,4
4045,2
4046,1
4047,1
4048,1
4049,1
4050,1
4051,2
4052,10
4053,1
4054,1
4055,5
4056,11
4057,1
4058,5
4059,1
4060,1
4061,1
4062,2
4063,4
4064,1
4065,1
4066,1
4067,1
4068,1
4069,11
4070,1
4071,1
4072,1
4073,1
4074,1
4075,1
4076,2
4077,11
4078,9
4079,1
4080,1
4081,1
4082,11
4083,11
4084,11
4085,5
4086,1
4087,9
4088,1
4089,5
4090,1
4091,5
4092,1
4093,1
4094,11
4095,1
4096,11
4097,9
4098,9
4099,1
4100,1
4101,5
4102,11
4103,5
4104,1
4105,9
4106,5
4107,1
4108,1
4109,1
4110,9
4111,5
4112,1
4113,1
4114,11
4115,1
4116,1
4117,10
4118,1
4119,1
4120,11
4121,2
4122,11
4123,1
4124,2
4125,9
4126,2
4127,5
4128,1
4129,1
4130,1
4131,1
4132,9
4133,1
4134,1
4135,9
4136,9
4137,1
4138,1
4139,1
4140,1
4141,11
4142,1
4143,1
4144,11
4145,3
4146,11
4147,0
4148,4
4149,11
4150,1
4151,1
4152,5
4153,9
4154,0
4155,9
4156,1
4157,6
4158,1
4159,1
4160,1
4161,10
4162,1
4163,9
4164,3
4165,1
4166,4
4167,9
4168,2
4169,11
4170,1
4171,4
4172,1
4173,11
4174,4
4175,1
4176,1
4177,2
4178,1
4179,1
4180,5
4181,1
4182,1
4183,1
4184,1
4185,1
4186,5
4187,10
4188,1
4189,1
4190,1
4191,1
4192,1
4193,1
4194,2
4195,1
4196,2
4197,1
4198,1
4199,3
4200,1
4201,1
4202,2
4203,5
4204,1
4205,1
4206,1
4207,5
4208,11
4209,1
4210,5
4211,5
4212,1
4213,5
4214,1
4215,1
4216,1
4217,1
4218,1
4219,5
4220,4
4221,1
4222,1
4223,5
4224,1
4225,1
4226,9
4227,1
4228,1
4229,6
4230,1
4231,5
4232,1
4233,1
4234,1
4235,1
4236,9
4237,9
4238,1
4239,1
4240,1
4241,11
4242,1
4243,1
4244,1
4245,1
4246,1
4247,1
4248,1
4249,9
4250,1
4251,1
4252,1
4253,1
4254,1
4255,1
4256,1
4257,2
4258,1
4259,1
4260,1
4261,1
4262,1
4263,2
4264,1
4265,2
4266,1
4267,11
4268,1
4269,1
4270,1
4271,1
4272,5
4273,1
4274,1
4275,1
4276,1
4277,5
4278,1
4279,1
4280,1
4281,1
4282,1
4283,1
4284,1
4285,1
4286,4
4287,10
4288,1
4289,11
4290,5
4291,1
4292,11
4293,1
4294,11
4295,5
4296,5
4297,5
4298,1
4299,5
4300,5
4301,5
4302,1
4303,1
4304,1
4305,1
4306,2
4307,1
4308,1
4309,10
4310,1
4311,11
4312,1
4313,1
4314,1
4315,1
4316,1
4317,4
4318,5
4319,5
4320,1
4321,1
4322,5
4323,1
4324,1
4325,0
4326,1
4327,5
4328,1
4329,5
4330,1
4331,1
4332,1
4333,1
4334,11
4335,9
4336,1
4337,1
4338,1
4339,5
4340,1
4341,5
4342,2
4343,11
4344,5
4345,9
4346,1
4347,9
4348,1
4349,1
4350,1
4351,5
4352,1
4353,9
4354,4
4355,1
4356,9
4357,2
4358,9
4359,0
4360,1
4361,5
4362,5
4363,9
4364,9
4365,1
4366,1
4367,1
4368,1
4369,1
4370,5
4371,10
4372,5
4373,1
4374,1
4375,5
4376,5
4377,1
4378,10
4379,11
4380,1
4381,1
4382,1
4383,5
4384,1
4385,5
4386,1
4387,9
4388,1
4389,9
4390,1
4391,1
4392,1
4393,1
4394,1
4395,5
4396,1
4397,1
4398,1
4399,1
4400,1
4401,11
4402,1
4403,1
4404,5
4405,9
4406,1
4407,1
4408,1
4409,5
4410,5
4411,1
4412,1
4413,1
4414,9
4415,1
4416,1
4417,1
4418,9
4419,2
4420,1
4421,6
4422,11
4423,2
4424,5
4425,1
4426,1
4427,1
4428,1
4429,1
4430,1
4431,1
4432,5
4433,1
4434,2
4435,3
4436,1
4437,1
4438,5
4439,1
4440,1
4441,5
4442,5
4443,5
4444,5
4445,9
4446,1
4447,1
4448,1
4449,5
4450,11
4451,1
4452,1
4453,10
4454,1
4455,1
4456,11
4457,9
4458,1
4459,2
4460,2
4461,5
4462,9
4463,1
4464,1
4465,5
4466,1
4467,1
4468,11
4469,9
4470,1
4471,6
4472,1
4473,1
4474,9
4475,1
4476,11
4477,1
4478,2
4479,1
4480,3
4481,11
4482,1
4483,1
4484,2
4485,1
4486,1
4487,1
4488,9
4489,1
4490,5
4491,1
4492,5
4493,1
4494,1
4495,1
4496,1
4497,5
4498,1
4499,2
4500,1
4501,1
4502,9
4503,1
4504,1
4505,1
4506,9
4507,9
4508,1
4509,5
4510,1
4511,1
4512,1
4513,1
4514,6
4515,5
4516,5
4517,1
4518,11
4519,1
4520,1
4521,9
4522,2
4523,3
4524,9
4525,11
4526,9
4527,1
4528,1
4529,1
4530,1
4531,1
4532,1
4533,1
4534,1
4535,5
4536,11
4537,1
4538,2
4539,5
4540,1
4541,2
4542,1
4543,2
4544,9
4545,5
4546,1
4547,1
4548,9
4549,5
4550,1
4551,1
4552,1
4553,9
4554,5
4555,9
4556,9
4557,1
4558,2
4559,1
4560,5
4561,9
4562,1
4563,1
4564,1
4565,1
4566,9
4567,3
4568,1
4569,1
4570,9
4571,1
4572,11
4573,10
4574,9
4575,5
4576,4
4577,1
4578,4
4579,1
4580,1
4581,1
4582,2
4583,9
4584,8
4585,1
4586,5
4587,2
4588,1
4589,1
4590,1
4591,0
4592,1
4593,1
4594,1
4595,1
4596,1
4597,1
4598,1
4599,5
4600,1
4601,9
4602,1
4603,11
4604,1
4605,1
4606,5
4607,1
4608,11
4609,4
4610,5
4611,1
4612,1
4613,5
4614,4
4615,1
4616,1
4617,1
4618,1
4619,1
4620,1
4621,11
4622,5
4623,2
4624,1
4625,4
4626,1
4627,2
4628,2
4629,11
4630,1
4631,2
4632,9
4633,11
4634,1
4635,9
4636,1
4637,1
4638,1
4639,11
4640,11
4641,3
4642,11
4643,1
4644,10
4645,1
4646,1
4647,1
4648,4
4649,10
4650,1
4651,1
4652,1
4653,5
4654,1
4655,1
4656,9
4657,5
4658,1
4659,5
4660,1
4661,3
4662,9
4663,1
4664,5
4665,1
4666,4
4667,1
4668,1
4669,5
4670,1
4671,1
4672,0
4673,5
4674,9
4675,11
4676,1
4677,1
4678,11
4679,1
4680,1
4681,1
4682,9
4683,1
4684,1
4685,1
4686,1
4687,1
4688,2
4689,9
4690,9
4691,1
4692,1
4693,1
4694,9
4695,1
4696,2
4697,1
4698,1
4699,5
4700,1
4701,10
4702,1
4703,1
4704,5
4705,5
4706,1
4707,1
4708,10
4709,4
4710,5
4711,5
4712,1
4713,5
4714,11
4715,1
4716,1
4717,1
4718,1
4719,9
4720,5
4721,5
4722,2
4723,1
4724,1
4725,1
4726,1
4727,2
4728,3
4729,5
4730,9
4731,1
4732,1
4733,1
4734,0
4735,10
4736,4
4737,1
4738,5
4739,1
4740,1
4741,1
4742,5
4743,1
4744,9
4745,9
4746,9
4747,1
4748,1
4749,1
4750,5
4751,2
4752,5
4753,1
4754,5
4755,1
4756,5
4757,1
4758,5
4759,0
4760,1
4761,5
4762,1
4763,1
4764,1
4765,1
4766,1
4767,9
4768,11
4769,9
4770,1
4771,1
4772,1
4773,5
4774,9
4775,1
4776,11
4777,2
4778,5
4779,1
4780,1
4781,1
4782,1
4783,2
4784,6
4785,1
4786,5
4787,9
4788,9
4789,11
4790,1
4791,1
4792,0
4793,10
4794,4
4795,1
4796,1
4797,1
4798,11
4799,2
4800,5
4801,1
4802,1
4803,1
4804,2
4805,1
4806,5
4807,2
4808,9
4809,1
4810,5
4811,1
4812,1
4813,9
4814,1
4815,1
4816,1
4817,1
4818,11
4819,1
4820,1
4821,1
4822,1
4823,1
4824,1
4825,1
4826,2
4827,1
4828,3
4829,1
4830,5
4831,9
4832,2
4833,1
4834,1
4835,1
4836,0
4837,1
4838,1
4839,10
4840,11
4841,2
4842,1
4843,5
4844,5
4845,5
4846,1
4847,1
4848,7
4849,1
4850,1
4851,1
4852,5
4853,1
4854,1
4855,9
4856,5
4857,1
4858,10
4859,4
4860,1
4861,5
4862,5
4863,5
4864,5
4865,10
4866,1
4867,1
4868,1
4869,0
4870,1
4871,1
4872,1
4873,5
4874,1
4875,4
4876,1
4877,1
4878,1
4879,2
4880,9
4881,1
4882,1
4883,1
4884,1
4885,1
4886,9
4887,1
4888,1
4889,1
4890,2
4891,5
4892,0
4893,1
4894,1
4895,1
4896,5
4897,5
4898,3
4899,11
4900,0
4901,2
4902,1
4903,1
4904,1
4905,9
4906,1
4907,1
4908,1
4909,5
4910,1
4911,1
4912,1
4913,1
4914,1
4915,5
4916,1
4917,5
4918,4
4919,1
4920,9
4921,9
4922,5
4923,1
4924,1
4925,1
4926,0
4927,1
4928,1
4929,5
4930,1
4931,11
4932,5
4933,9
4934,1
4935,9
4936,1
4937,1
4938,1
4939,3
4940,1
4941,11
4942,9
4943,1
4944,1
4945,9
4946,5
4947,9
4948,1
4949,1
4950,1
4951,1
4952,1
4953,5
4954,11
4955,1
4956,9
4957,1
4958,9
4959,11
4960,1
4961,1
4962,1
4963,5
4964,2
4965,1
4966,2
4967,1
4968,4
4969,1
4970,4
4971,4
4972,5
4973,1
4974,5
4975,1
4976,1
4977,11
4978,2
4979,1
4980,1
4981,9
4982,3
4983,2
4984,4
4985,5
4986,1
4987,5
4988,4
4989,1
4990,1
4991,1
4992,5
4993,11
4994,1
4995,1
4996,0
4997,1
4998,1
4999,5
5000,1
5001,0
5002,9
5003,1
5004,1
5005,0
5006,5
5007,1
5008,1
5009,4
5010,10
5011,10
5012,11
5013,0
5014,1
5015,9
5016,1
5017,3
5018,1
5019,10
5020,1
5021,1
5022,0
5023,1
5024,5
5025,1
5026,5
5027,4
5028,5
5029,1
5030,1
5031,2
5032,1
5033,2
5034,5
5035,1
5036,5
5037,0
5038,1
5039,1
5040,1
5041,11
5042,11
5043,1
5044,5
5045,5
5046,1
5047,1
5048,2
5049,1
5050,2
5051,10
5052,5
5053,5
5054,1
5055,1
5056,9
5057,1
5058,5
5059,2
5060,1
5061,5
5062,1
5063,5
5064,5
5065,1
5066,1
5067,1
5068,11
5069,1
5070,9
5071,9
5072,1
5073,4
5074,1
5075,1
5076,1
5077,1
5078,1
5079,9
5080,4
5081,4
5082,10
5083,9
5084,1
5085,1
5086,9
5087,4
5088,0
5089,10
5090,1
5091,5
5092,1
5093,9
5094,1
5095,1
5096,1
5097,1
5098,1
5099,1
5100,9
5101,1
5102,1
5103,10
5104,10
5105,5
5106,1
5107,3
5108,2
5109,1
5110,9
5111,1
5112,1
5113,10
5114,1
5115,11
5116,1
5117,2
5118,9
5119,9
5120,9
5121,9
5122,1
5123,5
5124,5
5125,11
5126,1
5127,9
5128,3
5129,9
5130,5
5131,1
5132,1
5133,1
5134,5
5135,5
5136,1
5137,9
5138,1
5139,0
5140,11
5141,2
5142,9
5143,11
5144,5
5145,1
5146,1
5147,5
5148,3
5149,1
5150,2
5151,1
5152,1
5153,2
5154,1
5155,0
5156,5
5157,1
5158,1
5159,1
5160,1
5161,1
5162,1
5163,6
5164,10
5165,1
5166,1
5167,1
5168,1
5169,2
5170,2
5171,4
5172,5
5173,0
5174,1
5175,1
5176,2
5177,1
5178,9
5179,9
5180,5
5181,1
5182,1
5183,9
5184,1
5185,5
5186,11
5187,1
5188,4
5189,10
5190,5
5191,3
5192,1
5193,1
5194,1
5195,10
5196,1
5197,1
5198,1
5199,11
5200,4
5201,1
5202,5
5203,9
5204,5
5205,1
5206,11
5207,1
5208,10
5209,1
5210,1
5211,1
5212,9
5213,9
5214,1
5215,5
5216,1
5217,2
5218,1
5219,4
5220,2
5221,1
5222,1
5223,9
5224,9
5225,1
5226,1
5227,1
5228,1
5229,0
5230,1
5231,1
5232,1
5233,1
5234,9
5235,1
5236,1
5237,1
5238,5
5239,5
5240,10
5241,1
5242,1
5243,5
5244,1
5245,3
5246,1
5247,1
5248,9
5249,9
5250,5
5251,2
5252,1
5253,11
5254,1
5255,1
5256,2
5257,9
5258,1
5259,1
5260,1
5261,5
5262,9
5263,9
5264,1
5265,1
5266,5
5267,0
5268,9
5269,4
5270,1
5271,3
5272,1
5273,1
5274,5
5275,1
5276,1
5277,2
5278,1
5279,11
5280,5
5281,10
5282,1
5283,1
5284,11
5285,1
5286,1
5287,1
5288,3
5289,1
5290,9
5291,1
5292,1
5293,5
5294,2
5295,9
5296,0
5297,1
5298,1
5299,10
5300,1
5301,5
5302,10
5303,1
5304,1
5305,1
5306,2
5307,1
5308,5
5309,1
5310,1
5311,1
5312,5
5313,11
5314,9
5315,1
5316,1
5317,1
5318,9
5319,1
5320,1
5321,11
5322,9
5323,1
5324,1
5325,1
5326,1
5327,2
5328,1
5329,1
5330,1
5331,5
5332,1
5333,2
5334,11
5335,1
5336,1
5337,2
5338,5
5339,5
5340,1
5341,2
5342,1
5343,4
5344,1
5345,1
5346,1
5347,2
5348,10
5349,1
5350,0
5351,1
5352,1
5353,4
5354,1
5355,1
5356,1
5357,1
5358,2
5359,11
5360,1
5361,1
5362,1
5363,1
5364,4
5365,5
5366,11
5367,1
5368,5
5369,5
5370,3
5371,1
5372,1
5373,5
5374,1
5375,3
5376,11
5377,5
5378,1
5379,1
5380,1
5381,1
5382,1
5383,9
5384,0
5385,10
5386,1
5387,5
5388,5
5389,2
5390,9
5391,5
5392,5
5393,11
5394,1
5395,4
5396,10
5397,1
5398,1
5399,1
5400,1
5401,9
5402,1
5403,1
5404,1
5405,4
5406,1
5407,5
5408,1
5409,1
5410,2
5411,11
5412,1
5413,9
5414,1
5415,1
5416,5
5417,5
5418,5
5419,9
5420,9
5421,5
5422,1
5423,5
5424,4
5425,1
5426,1
5427,1
5428,4
5429,1
5430,1
5431,1
5432,9
5433,1
5434,1
5435,11
5436,1
5437,5
5438,1
5439,1
5440,1
5441,1
5442,5
5443,1
5444,1
5445,1
5446,9
5447,2
5448,1
5449,2
5450,1
5451,11
5452,4
5453,1
5454,11
5455,11
5456,5
5457,2
5458,1
5459,5
5460,10
5461,1
5462,1
5463,5
5464,1
5465,9
5466,1
5467,5
5468,1
5469,2
5470,11
5471,1
5472,1
5473,1
5474,1
5475,4
5476,3
5477,1
5478,1
5479,1
5480,3
5481,11
5482,1
5483,1
5484,9
5485,1
5486,0
5487,1
5488,1
5489,1
5490,2
5491,1
5492,2
5493,5
5494,1
5495,11
5496,1
5497,9
5498,10
5499,1
5500,5
5501,2
5502,9
5503,1
5504,1
5505,1
5506,11
5507,5
5508,11
5509,11
5510,5
5511,1
5512,10
5513,1
5514,1
5515,0
5516,1
5517,5
5518,4
5519,2
5520,11
5521,1
5522,1
5523,4
5524,1
5525,1
5526,5
5527,1
5528,5
5529,6
5530,1
5531,1
5532,2
5533,1
5534,0
5535,1
5536,1
5537,2
5538,5
5539,5
5540,5
5541,1
5542,1
5543,1
5544,9
5545,1
5546,3
5547,1
5548,1
5549,1
5550,11
5551,1
5552,1
5553,1
5554,1
5555,1
5556,5
5557,6
5558,1
5559,5
5560,5
5561,2
5562,11
5563,1
5564,1
5565,1
5566,1
5567,11
5568,1
5569,2
5570,11
5571,1
5572,1
5573,1
5574,0
5575,1
5576,2
5577,1
5578,1
5579,1
5580,5
5581,1
5582,4
5583,5
5584,1
5585,2
5586,1
5587,11
5588,1
5589,1
5590,1
5591,1
5592,5
5593,1
5594,1
5595,11
5596,2
5597,11
5598,1
5599,1
5600,1
5601,4
5602,1
5603,11
5604,0
5605,11
5606,11
5607,1
5608,6
5609,11
5610,3
5611,2
5612,1
5613,1
5614,1
5615,5
5616,11
5617,11
5618,1
5619,5
5620,2
5621,5
5622,5
5623,1
5624,1
5625,5
5626,1
5627,9
5628,5
5629,5
5630,2
5631,5
5632,1
5633,2
5634,1
5635,1
5636,2
5637,1
5638,1
5639,1
5640,1
5641,1
5642,11
5643,11
5644,9
5645,1
5646,5
5647,9
5648,9
5649,11
5650,1
5651,9
5652,1
5653,5
5654,1
5655,11
5656,9
5657,1
5658,9
5659,9
5660,1
5661,1
5662,2
5663,11
5664,9
5665,1
5666,1
5667,2
5668,5
5669,5
5670,1
5671,1
5672,5
5673,9
5674,1
5675,5
5676,5
5677,9
5678,11
5679,1
5680,1
5681,9
5682,11
5683,5
5684,1
5685,5
5686,1
5687,2
5688,1
5689,1
5690,1
5691,1
5692,9
5693,9
5694,1
5695,1
5696,1
5697,1
5698,9
5699,5
5700,1
5701,5
5702,1
5703,5
5704,1
5705,1
5706,1
5707,1
5708,5
5709,1
5710,5
5711,5
5712,1
5713,1
5714,1
5715,5
5716,1
5717,9
5718,3
5719,10
5720,11
5721,10
5722,9
5723,9
5724,1
5725,1
5726,10
5727,5
5728,5
5729,3
5730,1
5731,5
5732,1
5733,1
5734,1
5735,1
5736,1
5737,1
5738,11
5739,1
5740,5
5741,10
5742,1
5743,5
5744,1
5745,9
5746,1
5747,9
5748,9
5749,1
5750,1
5751,4
5752,5
5753,1
5754,1
5755,9
5756,9
5757,9
5758,1
5759,9
5760,2
5761,1
5762,1
5763,9
5764,1
5765,2
5766,3
5767,9
5768,1
5769,9
5770,9
5771,1
5772,1
5773,3
5774,0
5775,1
5776,9
5777,11
5778,6
5779,3
5780,2
5781,6
5782,1
5783,1
5784,11
5785,1
5786,1
5787,11
5788,1
5789,1
5790,9
5791,1
5792,4
5793,1
5794,1
