,0,1
81,4.6725945,16.34088
82,-11.24066,18.514349
83,-5.824577,14.09863
84,-0.21153696,1.4525182
85,-2.3650782,5.888456
86,-2.4334128,4.241746
87,-5.8354526,4.650955
88,-5.8730607,15.185387
89,-12.3240795,9.492461
90,-7.6917644,11.648438
91,-9.281379,8.293602
92,-1.0120257,13.572213
93,-5.0485344,18.027304
94,-2.8360777,-0.16767699
95,-11.093885,8.602686
96,-7.268531,4.518338
97,-13.369526,7.66104
98,-9.298212,17.820566
99,-12.369939,14.426254
100,-4.7731466,7.3882976
101,-6.9274416,14.371126
102,-1.1584826,3.6213706
103,-5.325307,10.350848
104,-11.384202,15.718213
105,-10.259592,13.004942
106,-13.350737,9.178725
107,-8.723561,7.8011
108,0.46032134,14.415274
109,-4.5932684,7.7561593
110,-15.913631,13.1389885
111,-2.3610609,7.74024
112,5.3581786,6.903101
113,-7.8446503,9.7145605
114,-6.0774884,6.6301007
115,-7.156345,16.044825
116,-0.81288826,16.605722
117,-11.984843,13.9644985
118,-5.1448827,7.259622
119,-10.761772,10.279075
120,-16.74976,12.849889
121,-5.932674,6.2506037
122,-14.590961,8.619927
123,-5.8457675,1.8485305
124,-8.979408,9.071316
125,-9.460712,7.475488
126,-5.7850924,7.534693
127,-9.598497,7.198468
128,-7.725727,14.301864
129,7.114309,7.288852
130,-14.920061,11.28952
131,-12.372645,15.322992
132,-5.5368347,14.461302
133,-6.640497,5.74887
134,-5.159744,7.0002003
135,-7.8668704,17.834202
136,-3.8329506,-0.4929736
137,-15.671339,13.747246
138,-6.507376,6.2138085
139,-4.5807714,17.29516
140,-7.8113394,6.0570827
141,-3.5655916,10.635592
142,-13.473956,10.962463
143,-4.614763,7.8073177
144,-3.0705776,5.1410174
145,-12.156332,12.111767
146,-4.5239973,1.478864
147,-5.838115,18.243967
148,-2.4332638,16.28096
149,-2.935344,10.047987
150,-8.34323,15.519701
151,0.7763069,13.562043
152,-13.165177,12.626035
153,-13.110854,13.363644
154,0.21855362,14.229213
155,1.4377676,18.153109
156,-4.9060197,14.885687
157,-14.603798,15.228308
158,0.22964,18.97773
159,-17.25703,10.430576
160,-2.3550193,14.421366
161,-1.6136985,0.48937583
162,-5.9703574,13.154805
163,-13.380607,11.1949215
164,-4.470418,12.62964
165,-11.142385,12.228769
166,-11.392064,16.330942
167,-12.613802,13.300324
168,-6.6363897,5.317441
169,-14.776114,9.889565
170,-3.833027,1.2669679
171,-16.009493,17.445799
172,-17.865162,12.72376
173,-4.092831,11.417263
174,-18.582827,13.924636
175,-8.726749,7.487578
176,-3.786784,-1.1636499
177,-5.5328197,13.904306
178,-5.0334406,13.565651
179,-15.617641,12.843523
180,-12.996737,11.630244
181,-6.4346027,10.540961
182,-13.641884,7.5825505
183,-5.9435773,14.321154
184,-5.6031485,5.5361
185,-1.0852864,12.178571
186,1.2930225,13.568415
187,-12.046116,10.680761
188,-3.5957742,10.978866
189,-4.8352747,15.080946
190,-0.10410534,13.407094
191,1.0030155,14.66433
192,-4.0196414,12.86341
193,-13.158952,13.741356
194,-2.1818514,10.897576
195,-14.869724,15.691748
196,-1.5478706,6.7944937
197,-8.084952,10.312827
198,-11.618105,9.020074
199,-6.567188,15.519181
200,-3.5345201,4.7039466
201,-6.0433435,13.936256
202,-4.758012,13.245268
203,-14.768522,13.241489
204,1.4970508,8.390961
205,1.5204829,8.227847
206,-0.39196324,3.8706095
207,-4.0642843,15.926636
208,-5.6273994,14.519105
209,2.8870564,6.157973
210,-12.474877,13.495913
211,0.02003085,11.935387
212,-0.8988478,13.5507555
213,-15.244526,13.104191
214,-4.994001,14.924885
215,-13.987681,15.42727
216,-5.94738,-0.16894004
217,3.2622736,15.502284
218,-4.4407578,8.787557
219,-6.7984943,14.730303
220,-11.168944,16.43155
221,-7.3300214,12.376029
222,-5.3581867,14.16991
223,-10.514774,18.0977
224,-4.5653095,5.436885
225,-11.630207,12.952231
226,-14.523592,15.672584
227,-16.919275,15.750626
228,-3.083704,-1.823904
229,-14.128642,15.594411
230,-16.281273,12.213413
231,-2.1216266,16.502169
232,-7.437475,5.7872496
233,-15.536452,11.764934
234,-4.35466,13.074768
235,-10.302898,6.237453
236,-11.123818,14.022887
237,-10.477442,18.913477
238,-6.23839,8.345948
239,-9.318085,6.381449
240,-2.695341,13.996093
241,-7.971996,13.325368
242,-8.895352,6.3156495
243,-7.5789084,16.594831
244,-3.4955008,9.685505
245,-16.916348,13.4924345
246,-7.436898,4.4957566
247,-10.637387,8.984701
248,-13.220312,7.481707
249,-6.2511444,14.723806
250,-5.952672,6.398962
251,-9.315054,16.54698
252,2.7839122,6.346095
253,-2.9118567,8.905129
254,-10.379458,14.734518
255,-6.552078,5.842118
256,-6.8149023,1.3203278
257,-6.8832808,2.193964
258,-9.312901,16.628723
259,-7.49601,7.7051377
260,-2.6343884,2.6032462
261,-6.775309,14.579782
262,-2.959186,2.9931824
263,-7.022827,14.945108
264,-5.2810645,6.85488
265,1.9407133,14.809529
266,-13.796694,18.108644
267,-2.6236262,7.831909
268,-4.53917,9.581898
269,-0.5175083,15.845806
270,-4.8644047,3.517838
271,-5.0923963,12.247809
272,-5.348195,13.017907
273,-4.7514067,0.91069573
274,-17.168507,10.375249
275,-6.213512,14.029019
276,-14.728046,16.963572
277,-11.920271,9.207402
278,-7.6873126,16.683865
279,-17.247507,15.518854
280,-7.0127425,14.907684
281,0.6212028,13.720414
282,-3.854228,2.5218768
283,-6.726191,11.400728
284,-13.255761,11.258776
285,4.7367816,13.551379
286,-12.575167,9.266107
287,-5.5411644,14.836082
288,-14.702886,13.1642475
289,-5.3463316,13.658672
290,-7.8640857,14.914232
291,-0.83140796,4.455859
292,-1.3098762,13.534208
293,0.38086602,2.453874
294,-12.994951,9.519626
295,-7.6526647,20.844408
296,-11.70978,13.597226
297,-6.3036475,11.63602
298,4.608717,13.433485
299,-14.644878,13.036933
300,-14.379804,9.465001
301,-5.581991,0.91728306
302,-12.575053,14.401277
303,-16.993483,13.732459
304,-5.896791,5.1305184
305,-10.093196,15.212557
306,-17.635555,12.823684
307,-16.036018,12.430143
308,-13.291689,10.715386
309,-6.247209,6.647531
310,-6.4361954,13.81417
311,-5.707499,20.04871
312,-5.579586,2.0305936
313,-3.4058456,12.409924
314,-2.121651,11.5269165
315,-10.502019,11.024119
316,-8.38841,12.559362
317,-3.9947815,3.6802871
318,-5.8268275,18.511414
319,1.4703789,10.224501
320,-7.8342214,15.585885
321,-7.1594114,6.337674
322,-8.65805,14.482508
323,-5.737691,15.107238
324,-10.3743515,11.061638
325,-1.8945884,15.362256
326,-4.851426,14.652086
327,-4.5722723,14.130375
328,-6.393711,6.0408807
329,-4.9328337,5.2562866
330,-1.8764714,19.314648
331,-4.9335647,6.0049524
332,-0.07579751,18.20236
333,-7.587636,10.434542
334,-3.9222827,7.1264954
335,1.151252,8.940947
336,-11.500548,8.384087
337,-2.7457497,8.855155
338,-7.322042,9.636591
339,-4.6403995,3.7097845
340,-6.419815,10.56614
341,-14.882533,12.517895
342,-7.1277432,12.885278
343,-5.171698,0.7187418
344,-2.1320934,16.658566
345,-5.877011,12.362166
346,-4.953306,14.171335
347,-4.9877906,14.092788
348,1.2849908,13.01076
349,-5.920187,9.591963
350,-7.3737326,11.235855
351,-4.801248,14.029969
352,-16.674177,13.749447
353,-2.969118,2.887166
354,-14.5364065,11.741001
355,-7.0709925,12.123915
356,-11.728082,13.072092
357,-11.235634,9.47122
358,-15.744786,17.569872
359,-7.6939673,15.416818
360,-3.5235436,18.464897
361,-14.714146,15.297883
362,1.1385634,8.869677
363,-4.661665,15.638821
364,-11.796206,13.413793
365,-15.013965,9.576386
366,-6.266682,13.77558
367,-11.434361,8.50453
368,-7.4893284,5.705258
369,-3.2820988,8.593384
370,-3.1838012,15.45625
371,-2.6375601,-0.39762753
372,-3.1469429,-1.3859843
373,-4.119204,6.7941976
374,-13.341446,8.016659
375,-5.7640986,19.982693
376,-13.259451,16.40124
377,-5.0366154,12.187035
378,-3.8178418,13.148726
379,-4.275972,-1.0261912
380,-14.762837,7.72071
381,-9.23986,7.666819
382,0.07906469,18.16905
383,-0.32458577,4.0825763
384,-0.9934058,13.568721
385,-3.8273451,2.4845047
386,-3.2588515,2.3727283
387,-16.597813,13.033844
388,-12.948711,9.158309
389,-12.245143,12.667434
390,0.19928879,13.01776
391,-7.671854,11.192319
392,-10.882484,12.344116
393,-3.8687358,15.940211
394,-15.758395,10.460499
395,0.3668501,13.086057
396,-7.17649,2.1477594
397,-11.389984,10.315665
398,-10.265685,10.127476
399,-7.610881,6.9857144
400,0.3900922,10.097781
401,-8.39725,12.094828
402,-9.60184,7.652251
403,-9.538427,11.342956
404,-8.91662,6.950507
405,-3.431804,-0.3778868
406,-9.284687,6.5484405
407,-14.203856,12.423927
408,-16.056372,10.355216
409,-8.122302,10.178098
410,-15.010087,13.659732
411,-4.3173203,9.006502
412,-12.182776,14.930378
413,-11.136835,9.822816
414,-2.754264,5.1077633
415,-8.222247,6.0816045
416,-6.8290997,7.07095
417,-4.865817,11.6747465
418,-17.092688,15.500049
419,-3.8028,16.304588
420,-4.309442,2.3590248
421,-15.007062,10.944436
422,-4.6933,-0.13594532
423,-11.031162,9.492269
424,-9.25453,17.725561
425,-14.58455,15.690207
426,-0.7868545,10.119533
427,-3.5193362,4.1487164
428,-5.7584686,6.6520023
429,-12.246411,10.779419
430,-6.821938,6.457371
431,-2.0605915,12.7311325
432,-10.822638,10.489679
433,-6.52503,14.8427305
434,-7.5390825,6.4600883
435,-4.575301,13.693197
436,6.4051123,6.2264037
437,-15.275826,10.668692
438,-17.264256,13.874242
439,-6.8849373,7.0850654
440,-7.1247964,13.990907
441,-5.3181252,5.136521
442,-3.2231534,15.541024
443,-9.683541,8.033391
444,-13.373269,7.5100164
445,-10.444739,14.6558275
446,-7.278396,7.6036777
447,-5.60353,13.343854
448,-5.8622384,19.781094
449,-5.177601,17.101616
450,-11.615163,10.5040455
451,-14.277025,10.258743
452,-13.166508,10.897865
453,-2.635105,1.8563584
454,-12.241827,11.806094
455,-14.259471,7.306171
456,-6.5052176,15.426612
457,-3.8195333,6.7894354
458,6.406187,6.282543
459,-5.52187,4.970212
460,-5.1474204,16.953379
461,-2.3919232,12.487984
462,-1.0283334,14.848653
463,-0.15569709,13.648514
464,-16.317295,11.817022
465,-5.1445417,13.443723
466,-5.7113447,13.025554
467,-0.9077368,14.589141
468,-6.168372,13.590349
469,-12.654523,16.067652
470,-8.657599,15.155945
471,1.2205108,12.044302
472,-5.050206,14.122352
473,-8.47644,6.5246024
474,-3.4160032,-0.45185488
475,-8.456955,6.7977
476,-5.3787665,8.048909
477,-8.759659,7.53492
478,-12.367713,13.445041
479,-2.3682277,4.1281934
480,-9.348987,11.200917
481,1.2863303,12.127759
482,-15.285713,10.596317
483,-5.482365,12.768767
484,-8.4620905,12.751658
485,-16.641478,13.759907
486,-3.250032,6.5132627
487,-14.362342,13.314578
488,-1.9192392,15.339162
489,1.4174055,12.09648
490,-3.8532424,-0.11035593
491,-4.8785515,5.073201
492,-11.923009,15.747884
493,-8.245497,15.509292
494,-11.331622,10.842708
495,-0.20823315,4.968356
496,-5.3440576,8.282983
497,-2.3032732,6.394312
498,-2.4245303,7.4113307
499,-3.369217,-0.44401383
500,0.06550827,14.140715
501,-1.1165928,4.632478
502,0.8085609,13.361669
503,-8.174866,7.726362
504,-5.545258,0.85456395
505,-10.180281,15.965625
506,-5.84572,8.222634
507,-3.9762976,9.104679
508,-8.406149,16.57056
509,-1.7083744,4.0449305
510,8.149978,7.6964083
511,-10.331888,9.024498
512,-8.385109,14.29397
513,-12.890107,18.022581
514,-11.308488,16.368858
515,-2.302666,16.444601
516,-9.678918,16.568901
517,-12.277736,10.71931
518,-13.780761,14.028216
519,-8.586229,4.339214
520,3.665635,11.402146
521,-13.167272,18.281
522,-3.4356334,8.504951
523,-2.0746906,12.740459
524,-13.430055,19.199198
525,-7.0354276,12.354118
526,-12.217885,16.078573
527,-16.864798,10.042334
528,-4.8919153,16.28377
529,-16.946886,15.274671
530,-3.925767,5.6600976
531,-5.6665483,14.41104
532,-3.4381807,14.976893
533,2.1054628,14.960897
534,-10.633241,14.752708
535,-8.057914,7.024207
536,-6.139201,14.8459635
537,-6.3603644,10.485661
538,-6.6441345,13.844792
539,-9.711839,6.0497203
540,-13.254598,8.388235
541,4.9767547,9.94155
542,-5.7579565,-0.08382542
543,-4.333236,2.7915795
544,-4.295184,2.6442099
545,-17.576387,14.063666
546,-12.07137,9.832669
547,-12.843893,9.607228
548,-16.907478,9.0978365
549,-11.969748,16.506508
550,-7.034762,14.591136
551,-6.518592,13.680511
552,-0.09779526,11.139302
553,-4.537886,-0.321714
554,-9.1328745,15.738604
555,-8.895859,12.346722
556,-12.442415,16.422998
557,-2.8971608,10.105525
558,-11.668801,12.852683
559,-5.743788,12.99822
560,-11.191588,18.229158
561,-3.4309607,14.906735
562,-1.6130714,6.643455
563,-11.139098,11.613567
564,4.0349436,13.8606825
565,-5.4818635,13.596326
566,1.0446023,8.875693
567,-5.142545,7.5640483
568,-5.2382727,5.337365
569,3.6799064,13.016508
570,-10.213154,15.272797
571,-0.44963533,2.4643724
572,-7.808228,6.2877283
573,-4.1465325,-1.020307
574,-5.80462,12.47824
575,-3.4398763,8.438107
576,-13.35264,8.933209
577,-9.667509,19.860329
578,-5.320453,13.035521
579,-11.992679,13.294
580,0.24539314,19.307423
581,-9.293495,11.049653
582,-16.628695,12.782745
583,-8.2295,16.349636
584,-8.947973,8.407709
585,-9.918664,3.1549556
586,-16.15642,13.378708
587,-12.810708,11.501994
588,1.5091014,10.021976
589,0.89767414,13.586614
590,-4.630161,0.20640683
591,-6.0751867,15.975192
592,-6.77583,8.918044
593,-1.8559932,12.473204
594,-5.6094713,6.7897587
595,-13.275608,18.262184
596,-12.945034,10.903346
597,-2.9645824,12.791447
598,-0.011780982,11.005106
599,-11.1998005,8.771636
600,-9.555058,19.892431
601,-4.8738875,15.123612
602,-8.391293,12.760934
603,-2.4988225,2.0507789
604,-16.88232,14.012148
605,-3.563087,5.620938
606,-2.9083335,8.591795
607,-13.419542,11.000405
608,-11.378759,9.353094
609,-1.4187568,21.992638
610,-3.0630338,2.435733
611,-3.8973324,11.2103
612,-7.980197,14.551914
613,-11.179853,9.566496
614,-4.742489,13.139556
615,7.360063,6.997056
616,-0.032013968,11.130689
617,5.4960885,9.338915
618,-15.588852,17.425938
619,-8.750124,13.684968
620,-11.169232,13.225028
621,-10.748974,10.330873
622,-2.448984,5.242312
623,-6.39675,6.0198545
624,0.7256204,14.704975
625,-0.2010812,18.075798
626,-10.545871,11.299161
627,-13.7631445,16.994488
628,8.252667,7.767031
629,-10.6443,8.55562
630,-11.096212,18.765913
631,-3.5803747,10.456567
632,-4.282676,11.139218
633,-5.4196124,13.1688175
634,-0.30149916,16.259808
635,-7.7707076,9.852157
636,-10.407727,5.442517
637,-8.689193,7.7572656
638,-6.6401634,5.928017
639,-5.8778024,14.309137
640,-17.507654,10.549958
641,-10.939653,18.459017
642,-11.743234,8.232435
643,-5.1663775,12.899335
644,-10.3844,13.850022
645,1.4595902,13.747698
646,-11.151787,8.423826
647,-8.66718,7.0858417
648,-2.3978732,14.654421
649,-7.4573407,14.520563
650,-4.058891,12.323295
651,-2.8565397,-1.2557281
652,-14.37022,14.895923
653,-1.5550764,1.8090768
654,-3.4007885,14.87644
655,-8.930141,6.818919
656,-4.7570214,3.127246
657,-4.8248997,10.683479
658,-12.020565,13.872666
659,-5.518642,12.684951
660,-4.3384943,-0.6451005
661,-2.7095177,7.6200953
662,-1.8069293,3.805699
663,-5.736255,19.920918
664,-4.184843,-0.18113767
665,-0.8422765,11.315512
666,-4.1129036,14.4737015
667,-6.3723526,5.8511305
668,-4.4142475,1.2567741
669,-7.070147,10.9651575
670,1.3003073,15.933203
671,-13.1711445,11.150648
672,-6.0739126,12.9302635
673,-7.796266,4.637064
674,1.1923932,15.846103
675,-3.3548522,18.558184
676,-16.982847,15.479357
677,-6.9836617,14.802157
678,1.7050818,8.117131
679,2.465268,13.497157
680,-2.4539366,6.079487
681,-11.138859,18.554722
682,-6.90964,15.770607
683,-3.7179358,-0.04545726
684,-8.263175,15.477946
685,-12.818128,7.5297027
686,-7.0852113,13.016371
687,-11.878898,7.759502
688,-3.132504,12.32761
689,-7.2388673,17.328436
690,-5.1543145,13.074059
691,-2.6913807,4.0807815
692,0.08809082,14.047553
693,-3.883645,1.2746143
694,-5.291251,12.975961
695,0.3263448,16.88994
696,-3.5274594,10.002024
697,-1.6780971,21.937784
698,-3.6287532,11.480586
699,-6.1231046,14.538802
700,-7.875866,16.68576
701,-17.225456,15.358338
702,-0.019776661,6.189439
703,-0.63381046,18.569523
704,-6.8731966,13.099819
705,-7.2121654,6.5757203
706,-6.4284706,17.213469
707,-12.456246,13.503702
708,-14.64822,16.934875
709,-16.670633,12.702468
710,-7.6926746,9.37529
711,4.815218,8.973589
712,-3.8220541,18.992594
713,-1.9040294,14.396364
714,-1.3288215,2.865258
715,4.9813156,8.777802
716,-1.7611144,10.13254
717,-11.0855665,7.7144732
718,-16.029242,13.348637
719,-3.3613696,14.8356285
720,-7.721412,9.444824
721,-10.745438,10.206765
722,-1.913576,4.9146643
723,-0.65778446,9.321282
724,-10.949448,6.2611017
725,-9.876725,3.25985
726,-10.054947,16.96965
727,-4.0244007,14.434365
728,-2.6839666,11.321441
729,-1.9039438,3.5009072
730,0.47991663,10.125452
731,-1.4474803,21.766636
732,-5.4382195,15.7411585
733,1.6886157,8.209443
734,-7.507997,11.662419
735,-5.6670766,11.127952
736,-0.40253052,3.926465
737,-11.692225,12.209518
738,-5.8927684,15.186499
739,-2.435131,12.600396
740,-3.8741374,5.542149
741,-5.7203794,18.497868
742,-2.1766975,14.267702
743,-10.688669,10.76924
744,-8.419525,6.3639216
745,-5.7574015,18.546406
746,5.4098077,6.845361
747,-13.088157,9.6521845
748,-10.421957,14.770679
749,-4.939369,5.485767
750,-18.671972,13.757916
751,4.5033097,12.737483
752,-14.768025,15.68392
753,-13.845491,8.512262
754,-5.6553617,8.15201
755,-7.0553107,4.6832147
756,-2.5433838,4.732244
757,-4.099344,0.67908317
758,-14.695941,10.729445
759,3.6532319,12.92974
760,-13.493151,17.539938
761,1.0645437,13.70273
762,-1.9896866,21.704733
763,-6.252521,11.746367
764,-5.083387,13.179069
765,-2.5146146,14.182306
766,-15.2259035,13.60161
767,-17.104513,10.181598
768,-3.4069724,13.419076
769,-15.098823,13.508802
770,-16.131876,12.359815
771,-0.045953438,6.043867
772,4.7690005,9.760297
773,-11.852049,13.967507
774,-5.795782,12.679459
775,-12.975818,15.024921
776,-0.028954247,14.290619
777,-12.656309,14.168671
778,-2.342449,4.214061
779,2.2928636,15.090548
780,-5.8468037,-0.25272077
781,4.4257584,16.46689
782,-6.5880876,13.864344
783,-8.860705,10.662854
784,-12.597953,7.7894583
785,0.03612856,6.1639147
786,-4.339525,11.364454
787,-3.946153,8.768098
788,-6.2148046,-0.36623368
789,-3.8069193,10.978946
790,-10.985075,9.850023
791,-2.3450983,5.499434
792,-11.485401,10.485674
793,-16.586958,13.356619
794,-8.009206,7.726042
795,-11.85709,10.655036
796,-11.128747,16.525608
797,-13.284012,12.61424
798,-11.85505,5.931398
799,-5.686188,8.236115
800,-7.6871686,14.156187
801,-2.3591835,12.605067
802,-6.6851134,6.1507244
803,-11.073228,18.904802
804,-14.169274,9.03719
805,-13.370539,10.643612
806,-2.9639323,5.5805287
807,-14.031073,9.769126
808,-8.808707,14.46278
809,-4.1106534,7.6457806
810,-7.270758,5.790813
811,-16.08374,13.257439
812,-7.444803,19.245676
813,-9.820609,6.961773
814,0.08392231,11.211803
815,-11.450105,10.300972
816,-5.526624,2.053703
817,-0.6026507,5.000689
818,-12.0963745,9.581355
819,-9.48034,19.4734
820,0.5607279,13.252702
821,-2.6205084,-0.7462447
822,-6.265562,14.726235
823,-0.11397976,13.903949
824,-11.6149435,14.788371
825,-13.388987,15.460014
826,-1.4066625,5.1624303
827,-3.3572075,6.6288385
828,1.3044254,12.937038
829,-9.100531,14.299022
830,-4.908223,17.928127
831,-7.0971513,13.879218
832,-14.014364,11.795063
833,-8.634862,10.2520485
834,-13.460443,7.6851616
835,-17.824432,9.820009
836,-9.661476,6.705828
837,-12.084468,16.530092
838,-16.558428,14.043101
839,-12.452541,15.280723
840,-9.87343,12.472488
841,-3.02389,8.645961
842,-6.638036,15.590238
843,0.8518464,10.528163
844,-3.3560236,0.85884476
845,-4.832857,12.350484
846,-1.2389715,3.8696134
847,-15.230816,13.674244
848,-1.2810181,3.7136664
849,-4.899721,15.007067
850,-4.9878597,16.264626
851,-2.891527,10.020393
852,8.052302,7.8264894
853,-3.5175083,10.864081
854,-0.13712843,15.126171
855,-10.197427,13.095783
856,-6.4581923,7.915339
857,-7.900663,4.4744115
858,-11.808599,7.541695
859,-0.7816556,5.3239393
860,-14.654,9.213455
861,-6.782215,9.367017
862,-8.97879,14.336432
863,-1.0632265,3.6082144
864,0.3599547,16.890202
865,-5.677316,13.241181
866,-13.315756,7.7913775
867,-1.9100031,21.772932
868,-5.2542443,14.1418085
869,-10.220661,16.12061
870,-1.0136178,13.523664
871,-17.021387,7.8457904
872,-8.027736,12.516821
873,-8.053309,7.541653
874,-9.546748,19.963417
875,-5.4248633,7.3495116
876,1.3564252,13.873157
877,-7.0298934,1.9026088
878,-2.41452,5.3724957
879,-6.266063,6.9944506
880,-5.3147063,9.976801
881,-3.3903954,12.400348
882,-2.346683,7.859488
883,-5.8731213,14.926664
884,-0.89437693,13.740381
885,-12.491551,17.761543
886,3.9024866,11.537484
887,-3.71096,19.001745
888,-7.6650457,14.456541
889,-0.953712,14.953168
890,-3.3301404,-0.5283135
891,-15.743336,17.280865
892,-9.331068,11.045274
893,-3.8147073,13.037563
894,-3.3790033,15.531658
895,-2.119069,-0.07320624
896,-5.555327,19.953669
897,-4.091289,11.400193
898,-0.60127974,11.21728
899,-2.3646858,11.993054
900,-0.8047877,11.2098055
901,-5.5148635,4.45376
902,-12.780157,7.3167663
903,0.8470862,12.745924
904,-3.9996626,10.91255
905,-12.146377,15.777138
906,-4.0731645,-0.18766363
907,-15.168387,7.1483784
908,-5.1390204,15.016703
909,-12.603427,15.434843
910,-11.712628,5.9170146
911,-5.3449697,-0.5609366
912,-11.829986,9.517143
913,-7.2119613,6.141443
914,-17.076063,13.98483
915,-6.5696373,1.8027314
916,-15.875119,17.651676
917,-1.1599251,3.5177796
918,3.4747288,11.658829
919,-11.615442,6.2289424
920,-14.876478,8.356326
921,-11.800372,15.762938
922,-17.147324,10.17139
923,-12.3938055,16.173841
924,-0.8334237,5.147919
925,-15.571413,9.3533745
926,-13.776833,14.747299
927,-8.662919,5.5159597
928,-10.900364,8.648678
929,-8.808444,12.344963
930,2.7890546,13.42123
931,-16.89057,15.480151
932,-8.396973,15.3709135
933,-10.392513,10.224026
934,-4.19111,8.778006
935,-12.3330765,12.457913
936,-4.3486614,17.552332
937,1.8552827,12.744027
938,-13.15952,18.434156
939,-16.718586,12.985523
940,-4.07363,18.720022
941,-15.899287,9.581331
942,-7.444155,6.7544713
943,-1.2481112,13.703819
944,-8.824845,12.47659
945,-12.896766,8.599118
946,-8.722564,7.464872
947,2.788518,12.128106
948,-6.3052163,12.942265
949,-1.0262256,1.9459758
950,-1.0333387,2.3410633
951,-1.8825861,6.7402363
952,-11.481803,15.713671
953,-13.706633,18.479263
954,-1.9121933,8.737765
955,-11.493129,18.67338
956,-5.3031797,7.39455
957,-3.396697,11.420081
958,-3.0887268,-0.98327667
959,-16.987333,10.095148
960,-7.789905,9.510447
961,-2.455607,4.660214
962,-4.477949,8.838297
963,-4.3831706,0.034983393
964,-1.8589617,0.61672825
965,-14.23672,12.422535
966,-2.705803,13.930731
967,-2.9604957,12.293558
968,-6.375384,8.315367
969,-6.3895974,11.115302
970,-14.8264065,10.86442
971,-6.6001134,12.821427
972,3.0843344,15.586799
973,-9.67494,16.663069
974,1.2530111,17.8606
975,-7.3663497,15.526439
976,-8.932326,14.379477
977,-11.813239,13.979331
978,-6.708685,11.723774
979,-10.644274,8.1140995
980,-3.2720861,11.144171
981,-1.5596932,4.838042
982,-4.030584,0.913545
983,-13.472437,8.240832
984,-6.737296,8.984942
985,-6.3864355,8.074723
986,-6.7799215,12.968385
987,-5.5424643,20.109262
988,-14.918816,17.009823
989,-14.586756,15.294485
990,-12.17865,15.846236
991,4.84491,16.208408
992,-1.1137362,7.127747
993,0.79807246,14.119116
994,-15.935228,10.440017
995,-7.7431893,11.389582
996,-11.960722,13.353742
997,-10.887839,14.028925
998,-14.957269,7.339
999,-5.249507,16.899109
1000,0.522233,13.777821
1001,-14.099369,16.728933
1002,-16.78369,9.142718
1003,-12.894742,17.996498
1004,-1.7812809,21.492496
1005,-1.9878464,5.54829
1006,-1.6607755,16.156776
1007,-15.809044,13.05592
1008,-13.508968,9.535936
1009,-3.0400097,11.356846
1010,-3.6607146,12.283355
1011,-7.7724395,12.573205
1012,1.6893446,10.275283
1013,-5.613343,7.5383325
1014,-17.275126,15.557374
1015,-13.881076,10.71799
1016,2.9073842,6.245676
1017,-3.8959346,5.8430643
1018,-12.16217,9.141647
1019,-7.1939025,17.395807
1020,-12.444908,7.278509
1021,-10.547176,8.8064785
1022,1.2087137,17.870337
1023,-2.3251545,4.402935
1024,-10.356145,7.38856
1025,-5.744599,11.096172
1026,-5.2686625,2.67909
1027,-3.9453998,10.096578
1028,-14.805395,10.615668
