,0
1656,hmga1a
1657,mecr
1658,CR392026.2
1659,inpp5e
1660,cdkn1bb
1661,ilf2
1662,LO017835.1
1663,rnf181
1664,nipsnap1
1665,lin37
1666,alkbh3
1667,pip5k1bb
1668,b9d1
1669,wdr60
1670,usf1l
1671,csnk1g1
1672,iqch
1673,golga7ba
1674,lamtor2
1675,si:dkey-256e7.8
1676,slbp
1677,CU928063.1
1678,CR855277.2
1679,zgc:86598
1680,ap2s1
1681,p2rx3a
1682,stxbp2
1683,atp6v1ba
1684,sat1b
1685,CR786562.1
1686,lhfpl5a
1687,ralaa
1688,coa5
1689,spaca4l
1690,atl3
1691,angptl5
1692,dda1
1693,vps4b
1694,clta
1695,vdac1
1696,TMEM216
1697,ddx39b
1698,sumo3b
1699,ndufab1b
1700,brap
1701,si:dkey-90a13.10
1702,im:7145024
1703,si:ch211-218c6.8
1704,mid1ip1b
1705,atp5pf
1706,lrguk
1707,slc16a4
1708,fbxo7
1709,st7l
1710,sfr1
1711,chchd7
1712,adrm1
1713,ap3s2
1714,ubap2b
1715,pdha1a
1716,casp2
1717,ppp6r3
1718,mvb12ba
1719,zgc:55558
1720,ncbp2
1721,fibcd1
1722,pimr133
1723,srpk1b
1724,ephx5
1725,sinhcafl
1726,eef1da
1727,psma6b
1728,adad1
1729,cd63
1730,psmc3
1731,emc6
1732,fuca2
1733,hist2h2l
1734,ankmy1
1735,badb
1736,tubb5
1737,msna
1738,ssx2ipb
1739,CABZ01085365.1
1740,faf2
1741,rsl24d1
1742,psma2
1743,ndufa1
1744,KHDRBS3
1745,kars
1746,si:dkey-189g17.2
1747,ndufa10
1748,p4ha2
1749,rnf25
1750,asb8
1751,eif3c
1752,arhgdia
1753,gpx4a
1754,kcnh6a
1755,snrpa1
1756,mrpl52
1757,tubgcp2
1758,spef2
1759,cnot11
1760,brd3b
1761,rn7sk
1762,MRPS12
1763,eif3ea
1764,dnajc8
1765,cnot8
1766,agbl5
1767,si:dkey-21a6.5
1768,stk33
1769,her9
1770,ssr4
1771,msh6
1772,DHDH
1773,max
1774,ckap2l
1775,rtraf
1776,atp5po
1777,map2k4a
1778,mgrn1a
1779,mcts1
1780,med28
1781,CCNB1IP1
1782,ctss2.2
1783,cenps
1784,thoc7
1785,mea1
1786,tlr5a
1787,cd2bp2
1788,ccdc88aa
1789,plekhg7
1790,bzw1a
1791,eif5
1792,etfa
1793,lyrm5a
1794,kif3b
1795,fam204a
1796,si:dkeyp-20g2.1
1797,cep44
1798,zgc:114041
1799,capza1a
1800,si:ch73-111k22.2
1801,ophn1
1802,heatr1
1803,ube2ia
1804,cep131
1805,si:dkey-93m18.4
1806,tubd1
1807,si:ch211-266i6.3
1808,hspe1
1809,ppm1k
1810,zgc:66024
1811,rbm46
1812,rcan3
1813,chmp4ba
1814,msh2
1815,dct
1816,cenpn
1817,mkln1
1818,eif3ja
1819,ginm1
1820,rad51
1821,btbd10b
1822,xpot
1823,zgc:123105
1824,dnajb11
1825,nudt17
1826,lpin2
1827,zgc:91910
1828,sf3a2
1829,acin1b
1830,dlec1
1831,psmc6
1832,dbnlb
1833,si:dkeyp-82a1.6
1834,mt-nd3
1835,eif4e2rs1
1836,g3bp1
1837,dctn5
1838,ibtk
1839,cacnb1
1840,cux1b
1841,morc3a
1842,arhgap11a
1843,prpsap1
1844,tm9sf3
1845,FP016205.1
1846,ccdc171
1847,ywhaqb
1848,neo1a
1849,tmem126a
1850,rtkn2a
1851,ube2d1b
1852,CU694197.1
1853,emc7
1854,acap1
1855,ttc21b
1856,si:ch211-140m22.7
1857,mapkbp1
1858,vdac2
1859,uqcrc2b
1860,asb7
1861,ankrd12
1862,fkbp8
1863,uqcc1
1864,polr3glb
1865,psmd6
1866,gng10
1867,hmg20b
1868,ube2a
1869,mustn1a
1870,pak1ip1
1871,nsa2
1872,si:ch1073-287p18.1
1873,heatr3
1874,top2a
1875,atrx
1876,BX571955.1
1877,impg1a
1878,fuca1.1
1879,opn1sw2
1880,emc9
1881,bccip
1882,snw1
1883,tbc1d30
1884,idh3a
1885,ccnb2
1886,anln
1887,dolpp1
1888,atp5f1d
1889,socs3a
1890,smim15
1891,cox5ab
1892,tpd52l2b
1893,cbx5
1894,fam168b
1895,tceanc2
1896,sec13
1897,pimr110
1898,zc3h7a
1899,mrps14
1900,glod4
1901,galt
1902,hmmr
1903,bmi1a
1904,si:dkey-187j14.6
1905,mpv17
1906,wdr35
1907,slc4a8
1908,gtf2e2
1909,pimr177
1910,ttc6
1911,cib1
1912,yaf2
1913,prpsap2
1914,rassf7b
1915,kif6
1916,si:dkey-81p22.11
1917,si:ch73-141c7.1
1918,arsh
1919,impa1
1920,srrd
1921,mief2
1922,paip2b
1923,ube2d1a
1924,srsf3a
1925,lft2
1926,cox7a2l
1927,gnpda2
1928,sgta
1929,txndc15
1930,tbc1d19
1931,si:dkey-222b8.4
1932,parp2
1933,cox8a
1934,phf5a
1935,rbb4l
1936,atrip
1937,aurkb
1938,slc39a9
1939,enah
1940,cdkn3
1941,si:ch211-79k12.1
1942,pter
1943,rab7a
1944,ube2l3b
1945,faap24
1946,zgc:77838
1947,eif2s1b
1948,med19b
1949,spdya
1950,CT573239.1
1951,sart1
1952,zgc:77056
1953,ntan1
1954,slc30a1a
1955,CABZ01063556.1
1956,psmd13
1957,ak9
1958,fam214b
1959,serp1
1960,sbds
1961,pcgf6
1962,tmem18
1963,ptpn2b
1964,trafd1
1965,pop7
1966,ppig
1967,psmd5
1968,mrpl34
1969,crip3
1970,ino80c
1971,stmn1a
1972,lyrm4
1973,zyg11
1974,ube2d2l
1975,ndufa5
1976,psip1b
1977,arl4ab
1978,zgc:101783
1979,mgmt
1980,zgc:173742
1981,n4bp2
1982,aurkaip1
1983,psmd11b
1984,zgc:162344
1985,sap18
1986,si:ch211-206k20.5
1987,slc39a7
1988,sacm1la
1989,gna15.1
1990,BX957346.2
1991,dyrk1ab
1992,gskip
1993,fam117ba
1994,cox19
1995,histh1l
1996,si:dkey-30h22.11
1997,zgc:66427
1998,zswim7
1999,FO704909.1
